timestamp_utc,datetime_kst,date_kst,hour_kst,datetime_kst_str,volume_btc,volume_usd
2026-04-14 01:00:00+00:00,2026-04-14 10:00:00+09:00,2026-04-14,10:00,2026-04-14 10:00 KST,1112.15,82626480.23
2026-04-14 02:00:00+00:00,2026-04-14 11:00:00+09:00,2026-04-14,11:00,2026-04-14 11:00 KST,762.6,56784233.8
2026-04-14 03:00:00+00:00,2026-04-14 12:00:00+09:00,2026-04-14,12:00,2026-04-14 12:00 KST,619.36,46084675.98
2026-04-14 04:00:00+00:00,2026-04-14 13:00:00+09:00,2026-04-14,13:00,2026-04-14 13:00 KST,344.11,25625556.66
2026-04-14 05:00:00+00:00,2026-04-14 14:00:00+09:00,2026-04-14,14:00,2026-04-14 14:00 KST,556.52,41378072.33
2026-04-14 06:00:00+00:00,2026-04-14 15:00:00+09:00,2026-04-14,15:00,2026-04-14 15:00 KST,502.1,37371706.3
2026-04-14 07:00:00+00:00,2026-04-14 16:00:00+09:00,2026-04-14,16:00,2026-04-14 16:00 KST,976.82,72931812.75
2026-04-14 08:00:00+00:00,2026-04-14 17:00:00+09:00,2026-04-14,17:00,2026-04-14 17:00 KST,896.76,67004547.9
2026-04-14 09:00:00+00:00,2026-04-14 18:00:00+09:00,2026-04-14,18:00,2026-04-14 18:00 KST,747.9,55855725.83
2026-04-14 10:00:00+00:00,2026-04-14 19:00:00+09:00,2026-04-14,19:00,2026-04-14 19:00 KST,470.04,35030040.9
2026-04-14 11:00:00+00:00,2026-04-14 20:00:00+09:00,2026-04-14,20:00,2026-04-14 20:00 KST,530.93,39508965.34
2026-04-14 12:00:00+00:00,2026-04-14 21:00:00+09:00,2026-04-14,21:00,2026-04-14 21:00 KST,872.83,64928931.0
2026-04-14 13:00:00+00:00,2026-04-14 22:00:00+09:00,2026-04-14,22:00,2026-04-14 22:00 KST,6747.96,506977945.04
2026-04-14 14:00:00+00:00,2026-04-14 23:00:00+09:00,2026-04-14,23:00,2026-04-14 23:00 KST,6255.37,472941154.41
2026-04-14 15:00:00+00:00,2026-04-15 00:00:00+09:00,2026-04-15,00:00,2026-04-15 00:00 KST,2744.33,205983859.21
2026-04-14 16:00:00+00:00,2026-04-15 01:00:00+09:00,2026-04-15,01:00,2026-04-15 01:00 KST,3031.9,228473004.93
2026-04-14 17:00:00+00:00,2026-04-15 02:00:00+09:00,2026-04-15,02:00,2026-04-15 02:00 KST,2475.72,184900344.23
2026-04-14 18:00:00+00:00,2026-04-15 03:00:00+09:00,2026-04-15,03:00,2026-04-15 03:00 KST,3454.47,257196336.08
2026-04-14 19:00:00+00:00,2026-04-15 04:00:00+09:00,2026-04-15,04:00,2026-04-15 04:00 KST,4529.64,336404241.66
2026-04-14 20:00:00+00:00,2026-04-15 05:00:00+09:00,2026-04-15,05:00,2026-04-15 05:00 KST,1497.6,111258636.57
2026-04-14 21:00:00+00:00,2026-04-15 06:00:00+09:00,2026-04-15,06:00,2026-04-15 06:00 KST,879.29,65215759.05
2026-04-14 22:00:00+00:00,2026-04-15 07:00:00+09:00,2026-04-15,07:00,2026-04-15 07:00 KST,957.41,70984007.68
2026-04-14 23:00:00+00:00,2026-04-15 08:00:00+09:00,2026-04-15,08:00,2026-04-15 08:00 KST,750.1,55627885.88
2026-04-15 00:00:00+00:00,2026-04-15 09:00:00+09:00,2026-04-15,09:00,2026-04-15 09:00 KST,989.81,73789894.3
2026-04-15 01:00:00+00:00,2026-04-15 10:00:00+09:00,2026-04-15,10:00,2026-04-15 10:00 KST,665.67,49715955.37
2026-04-15 02:00:00+00:00,2026-04-15 11:00:00+09:00,2026-04-15,11:00,2026-04-15 11:00 KST,647.64,48190661.25
2026-04-15 03:00:00+00:00,2026-04-15 12:00:00+09:00,2026-04-15,12:00,2026-04-15 12:00 KST,118.68,8815838.43
